id,name,year,users_rated,avg_rating,geek_rating,weight,owned,fans,views,plays,plays_month,min_players,max_players,min_players_recomended,max_players_recomended,min_players_best,max_players_best,min_playtime,max_playtime,awards,expansions,min_age,link,description,price_euro
360206,Discordia,2022,785,7.49952,6.03307,2.9348,1354,97,168288,2784,238,1,4,1,4,2,2,60,90,0,3,12,/boardgame/360206/discordia,Help Rome build up its glorious cities on the river Rhine.,53.79
317372,Exit: The Game – The Gate Between Worlds,2020,757,7.42406,6.03302,2.7778,1897,10,29110,1154,20,1,4,1,3,2,2,60,120,1,0,12,/boardgame/317372/exit-game-gate-between-worlds,Can you solve the riddles and find your way through the worlds and back home?,
164812,Roll For It! Deluxe Edition,2014,2183,6.61422,6.03255,1.0857,4974,66,85344,17049,82,2,8,2,8,4,4,30,30,0,1,8,/boardgame/164812/roll-it-deluxe-edition,Roll your dice to fulfill contracts in this light family push your luck game.,
91523,Mondo,2011,2583,6.48478,6.03253,1.7852,3063,63,185247,7605,6,1,4,1,4,3,4,20,30,14,5,8,/boardgame/91523/mondo,Build your own earth by placing animals and biomes while avoiding volcano eruptions.,69.95
214234,Tank Duel: Enemy in the Crosshairs,2019,749,7.60062,6.03229,2.8158,1874,138,283943,1904,9,1,8,1,4,2,2,60,180,1,3,12,/boardgame/214234/tank-duel-enemy-crosshairs,Card based tank-to-tank warfare on the Eastern Front in the early-mid 1940s.,
204431,One Night Ultimate Alien,2017,1304,6.90232,6.03115,1.8889,4324,41,107074,5952,6,4,10,4,10,6,7,10,10,1,4,8,/boardgame/204431/one-night-ultimate-alien,We are not alone. They don't come in peace.,
216439,Trash Pandas,2017,2392,6.55363,6.03047,1.3864,7153,105,149269,8740,118,2,4,2,4,3,4,15,20,0,0,8,/boardgame/216439/trash-pandas,Raccoons collect the best trash for their food stash.,22.66
127127,The Lord of the Rings: The Fellowship of the Ring Deck-Building Game,2013,1534,6.81457,6.03036,2.1111,2828,123,179208,5003,9,2,5,2,5,3,4,30,30,0,6,15,/boardgame/127127/lord-rings-fellowship-ring-deck-building-game,Gather artifacts and allies to survive ambushes and cast down the infamous Balrog.,
324853,Exit: The Game – Kidnapped in Fortune City,2021,542,7.9247,6.02996,2.875,1386,10,24912,824,12,1,4,1,3,2,2,45,90,0,0,10,/boardgame/324853/exit-game-kidnapped-fortune-city,Can you solve the riddles and stop the kidnapping before it’s too late?,10.99
18485,18MEX,2005,609,7.70679,6.02987,3.8235,867,26,99835,2932,24,3,5,3,5,4,4,210,210,0,0,14,/boardgame/18485/18mex,The railways come to Mexico. Become the richest rail baron south of the Rio Grande.,
184459,Ave Roma,2016,965,7.14347,6.02971,3.7414,1529,66,154252,1986,7,2,5,2,4,3,3,45,120,0,6,12,/boardgame/184459/ave-roma,,
192312,Mr. Cabbagehead's Garden,2016,977,7.13733,6.02933,1.7586,2456,136,163431,6321,42,1,2,1,2,1,1,10,20,0,4,10,/boardgame/192312/mr-cabbageheads-garden,Fend off nosy neighbors while preparing for the annual garden club contest.,
531,Merchants of Amsterdam,2000,1629,6.70759,6.02918,2.6339,2484,23,141714,1743,7,3,5,3,5,4,5,60,60,1,0,10,/boardgame/531/merchants-amsterdam,"Trade for sugar, gems, spices and silk to become the richest merchant in Amsterdam..",26.95
190400,Aventuria: Adventure Card Game,2016,884,7.54637,6.02891,2.5333,1897,164,245490,4103,74,1,4,1,4,4,4,45,180,0,55,14,/boardgame/190400/aventuria-adventure-card-game,,
212765,Songbirds,2016,1320,6.8731,6.02882,1.6486,2471,111,127232,5709,55,1,4,1,4,2,3,20,20,0,1,8,/boardgame/212765/songbirds,Birds of a feather flock together in this gentle game of tactics and card placement.,
343362,Oak,2022,971,7.20517,6.02874,3.1111,2279,176,227310,2473,73,1,4,1,4,3,3,60,90,0,0,12,/boardgame/343362/oak,Become the head of a tribe of Druids about to unlock the secrets of the Arch-Oak.,49.66
264239,Patchwork Doodle,2019,1958,6.6066,6.02862,1.25,4412,46,109019,11351,89,1,6,1,6,2,2,20,20,1,1,8,/boardgame/264239/patchwork-doodle,Build your quilt with Tetris style pieces in this Patchwork roll and write.,16.99
329226,Circadians: Chaos Order,2022,576,8.01576,6.02813,3.8627,1597,134,171894,1163,82,2,5,2,5,4,4,120,240,1,1,12,/boardgame/329226/circadians-chaos-order,Six asymmetric factions battle for control of ancient relics on the planet of Ryh.,61.9
19841,Pentago,2005,3521,6.38261,6.0281,1.8278,6605,87,200739,18019,29,2,2,2,2,2,2,5,5,6,0,8,/boardgame/19841/pentago,Tactical placement followed by a spin. Be the first to get 5 in a line to win!,
2165,Pokémon Trading Card Game,1996,4503,6.34659,6.02809,2.0262,6296,201,235359,47670,473,2,2,2,2,2,2,20,20,3,193,6,/boardgame/2165/pokemon-trading-card-game,"Pit your favorite Pokémon, use Items, and get help from Pokémon Trainers to win.",69.95
255664,The Binding of Isaac: Four Souls,2018,2448,7.02912,6.02802,1.9792,5631,476,337901,4783,104,2,4,2,4,3,3,30,60,0,4,13,/boardgame/255664/binding-isaac-four-souls,"""Binding of Isaac multiplayer card game, about sacrifice, betrayal and hoarding.""",
205127,Haven,2018,1141,6.99223,6.02643,2.2727,3077,129,192870,2176,10,2,2,2,2,2,2,30,45,1,2,12,/boardgame/205127/haven,Spirits and machines compete for lore in order to control the mystical forest.,
313531,Rustling Leaves,2020,1202,6.91338,6.02639,1.6304,2615,73,82016,9886,144,2,6,1,6,2,2,20,20,0,0,8,/boardgame/313531/rustling-leaves,Roll & write through all four seasons.,
138704,Northern Pacific,2013,969,7.08966,6.02636,1.4643,1147,29,102386,3829,39,3,6,3,6,4,5,60,60,0,1,7,/boardgame/138704/northern-pacific,A game that asks you but one question: Cube or Train?,
198707,Hostage Negotiator: Crime Wave,2017,819,7.41979,6.02634,2.05,3343,104,120016,2781,12,1,1,1,1,1,1,20,20,1,23,15,/boardgame/198707/hostage-negotiator-crime-wave,Talk them down and save hostages in a dice and card-driven solo standalone expansion.,40.68
159581,Maskmen,2014,1317,6.84882,6.02618,1.7027,2366,48,108378,5451,98,2,6,3,5,4,4,20,20,0,0,9,/boardgame/159581/maskmen,"Shed your cards as fast as you can, as new wrestlers join the fight!",
112373,BraveRats,2011,2578,6.46167,6.0255,1.1441,5095,58,182490,18200,57,2,2,2,2,2,2,15,15,1,0,8,/boardgame/112373/braverats,Play your 8 rats and beat your opponent's 8 rats.  A different rule for each rat.,
207016,Flick 'em Up!: Dead of Winter,2017,1805,6.63385,6.02543,2.1111,5088,81,249529,2997,14,1,10,1,6,2,2,30,45,0,1,8,/boardgame/207016/flick-em-dead-winter,Players fight zombies in a dexterity game that has you using tools in various ways.,89.95
41429,Band of Brothers: Screaming Eagles,2011,676,7.71335,6.02495,2.7867,1744,185,493246,2182,8,2,2,1,2,2,2,90,90,2,3,12,/boardgame/41429/band-brothers-screaming-eagles,Band of Brothers system with the 101st Screaming Eagles - combat with no charts.,
8172,Coyote,2003,1753,6.63396,6.02465,1.187,2414,32,125767,6539,36,3,6,4,6,5,6,20,30,6,0,10,/boardgame/8172/coyote,"What is the total on all the feathers? Easy, except you cant see yours!",
192934,Colony,2016,1968,6.58498,6.02416,2.2571,2980,88,264078,5973,14,1,4,2,3,3,3,45,60,1,1,13,/boardgame/192934/colony,Rebuild society. Construct buildings and collect resources to build your Colony.,65.7
279720,Streets,2021,1512,6.7308,6.02386,1.9778,4076,780,134775,5309,72,1,5,1,5,3,4,30,60,0,3,10,/boardgame/279720/streets,Lay tiles to build profitable streets & attract ever-growing crowds.,
193557,Android: Mainframe,2016,1967,6.58056,6.0237,1.8372,3887,66,178630,4392,14,2,4,2,4,2,2,15,30,0,0,12,/boardgame/193557/android-mainframe,"Enter the system, control as many regions of data as you can, and emerge victorious.",51.06
246816,Tales of Glory,2018,921,7.19752,6.0237,1.92,1589,71,127630,2929,25,2,5,2,5,3,3,30,45,0,0,10,/boardgame/246816/tales-glory,10 years of adventure to weave your legend and become a hero like no other!,
368305,Life of the Amazonia,2023,536,8.19873,6.02346,2.92,1220,151,98328,1585,239,1,4,1,3,2,2,60,150,0,2,14,/boardgame/368305/life-amazonia,Build your very own thriving jungle by discovering various wild animals.,
32441,Bezzerwizzer,2007,3208,6.41492,6.02303,1.5877,5981,51,182814,9930,45,2,12,3,6,4,4,45,45,4,7,14,/boardgame/32441/bezzerwizzer,Trivia game where you reorder categories based on your confidence level.,
254513,The Grimm Masquerade,2019,1216,6.91366,6.02285,1.6522,2860,92,117538,3936,19,2,5,3,5,4,4,20,40,0,0,8,/boardgame/254513/grimm-masquerade,Avoid having your identity revealed and gain artifacts to win the ball.,31.35
322563,Dice Throne: Season One ReRolled – Pyromancer v. Shadow Thief,2021,627,7.78276,6.02236,1.7143,2342,23,17798,1225,28,2,2,2,2,2,2,20,40,2,1,8,/boardgame/322563/dice-throne-season-one-rerolled-pyromancer-v-shado,A dice dueling game with individual character powers and progression.,
125311,Okiya,2012,2096,6.54947,6.02168,1.2222,4072,67,163102,14678,40,2,2,2,2,2,2,10,10,3,0,7,/boardgame/125311/okiya,Occupy the Imperial Garden with Royal Family members to gain the Emperors favor.,
333055,Subastral,2021,871,7.23078,6.02115,1.5758,1762,72,81591,4544,83,2,5,2,5,3,3,15,30,0,0,10,/boardgame/333055/subastral,Cleverly collect cards for your journal that represent the biomes of Earth.,
237860,The Shores of Tripoli,2020,786,7.63179,6.02113,2.0435,1350,137,202974,2774,49,1,2,1,2,2,2,45,60,13,0,12,/boardgame/237860/shores-tripoli,A card-driven historical wargame on the First Barbary War.,122.0
325810,Ascension: 10 Year Anniversary Edition,2022,601,7.88296,6.0205,1.8,1334,58,50232,5926,91,1,4,1,4,2,2,30,30,0,0,13,/boardgame/325810/ascension-10-year-anniversary-edition,Remastered edition of classic fantasy deckbuilder.,
128664,Timeline,2012,2357,6.49148,6.02037,1.141,3755,57,222027,12430,78,2,8,2,8,4,4,15,15,2,0,8,/boardgame/128664/timeline,What came first: the airplane or radio? Order all your Event cards correctly to win!,9.98
122,Quo Vadis?,1992,2297,6.47591,6.02023,2.0808,3000,40,228938,3381,8,3,5,4,5,5,5,45,45,2,0,12,/boardgame/122/quo-vadis,Become the most powerful faction in the Roman Senate through back deals and elections,19.9
333539,The Siege of Runedar,2021,1035,7.06826,6.02007,2.3438,1878,200,234461,2846,57,1,4,1,4,3,3,60,90,0,1,10,/boardgame/333539/siege-runedar,Defend the walls of Runedar while digging a tunnel to escape with your Dwarven gold.,28.75
175,What the Heck?,1988,2435,6.46366,6.01975,1.169,4074,48,174041,13995,152,2,5,3,5,5,5,20,20,2,0,7,/boardgame/175/what-heck,Players make secret bids for numbered cards in a game of pure bluff.,
296167,Boomerang: Australia,2020,1131,6.91891,6.0194,1.5152,1395,53,54847,7495,77,2,4,2,4,4,4,15,30,0,1,8,/boardgame/296167/boomerang-australia,"Tour Down Under in a race to be the first to see, collect and do it all.",
352764,Disney Villainous: Bigger and Badder,2022,795,7.51779,6.01923,2.3333,4744,62,95712,564,19,2,3,2,3,2,2,40,60,0,1,10,/boardgame/352764/disney-villainous-bigger-and-badder,"Stop monologuing, and get to work to prove you're the baddest villain.",40.65
132544,Tesla vs. Edison: War of Currents,2015,1614,6.68016,6.01915,3.2358,3637,161,269219,2847,9,2,5,3,5,4,4,90,90,0,2,14,/boardgame/132544/tesla-vs-edison-war-currents,"Build electrical routes, use new technologies, and play the stock market!",41.11
247342,Village Pillage,2019,1084,7.38225,6.01912,1.36,1964,136,90305,3408,50,2,5,2,5,3,4,20,20,2,5,10,/boardgame/247342/village-pillage,"Farm, steal, and spend piles of turnips to transform your village into a kingdom!",
1293,Boggle,1972,8111,6.22199,6.01804,1.4685,13902,118,317225,30395,150,1,8,2,7,3,4,10,10,0,0,8,/boardgame/1293/boggle,Can you find words no one else can see in the letter grid?,53.99
192455,First Martians: Adventures on the Red Planet,2017,3576,6.41693,6.0178,4.1558,10927,596,1202183,8889,25,1,4,1,4,1,1,60,90,1,4,10,/boardgame/192455/first-martians-adventures-red-planet,"Work together to complete missions, and stay alive on the red planet.",81.39
243797,Mezo,2020,913,7.21007,6.01761,3.2708,2207,329,375442,1579,12,2,4,2,4,3,3,90,120,1,3,14,/boardgame/243797/mezo,Make Sacrifices in the name of God in order to battle for dominance.,71.25
32484,The Battle for Hill 218,2007,1841,6.57991,6.01702,1.7102,2114,84,194359,11115,11,2,2,2,2,2,2,15,30,2,0,8,/boardgame/32484/battle-hill-218,"Deploy tanks, men, and artillery to take the base on the other side of Hill 218.",
632,Cloud 9,1999,2278,6.48657,6.01678,1.1527,2251,40,156595,9670,7,3,6,3,6,6,6,20,30,1,0,8,/boardgame/632/cloud-9,Can the pilot handle this stormy weather? Jump out now or stay aboard for the reward!,
385761,Faraway,2023,730,7.56096,6.01655,1.9286,733,85,61183,6302,2624,2,6,2,5,3,3,15,30,0,0,10,/boardgame/385761/faraway,Explore a mysterious land and fulfil quests on your way back.,
85250,The Dwarf King,2011,1941,6.5605,6.01574,1.4286,3508,71,158921,5578,17,3,5,3,5,4,5,40,40,0,0,10,/boardgame/85250/dwarf-king,,
140535,Koryŏ,2013,1893,6.59662,6.01535,1.8602,2804,53,145946,7350,16,2,4,2,4,3,3,10,20,3,0,13,/boardgame/140535/kory,Spread your influence by gaining control of families with unique powers.,
285157,Legendary: A James Bond Deck Building Game,2019,613,7.76262,6.01524,2.4286,1638,83,146990,4666,61,1,5,1,5,1,1,45,45,0,3,14,/boardgame/285157/legendary-james-bond-deck-building-game,Play through Bond's most memorable films using the famous Legendary game system.,
270636,My Farm Shop,2020,1061,6.99794,6.01511,1.9565,2175,53,108560,3105,46,2,4,2,4,2,2,45,45,0,1,8,/boardgame/270636/my-farm-shop,Update and upgrade your farm to sell the most goods for the win!,22.99
267475,Stay Cool,2019,1045,7.02432,6.0149,1.0,2124,33,64185,3420,66,3,7,3,6,4,4,10,30,1,0,12,/boardgame/267475/stay-cool,Spell simple trivia answers while answering different questions as time ticks down.,
264164,Night of the Living Dead: A Zombicide Game,2021,880,7.38995,6.01471,2.3913,2868,159,181035,2665,54,1,6,1,4,3,3,60,60,0,1,14,/boardgame/264164/night-living-dead-zombicide-game,Relive (or re-die?) George Romero's iconic zombie-genre defining horror movie!,59.89
129294,Campaign Trail,2019,637,7.72521,6.01467,2.8333,1484,159,174963,1381,22,1,6,1,6,3,3,115,115,0,9,12,/boardgame/129294/campaign-trail,Campaign to score electoral votes as you vie for the Presidency of the United States.,
298281,Exit: The Game + Puzzle – The Sacred Temple,2020,751,7.37116,6.01465,2.4286,1702,15,36167,1365,13,1,4,1,2,2,2,90,180,0,0,10,/boardgame/298281/exit-game-puzzle-sacred-temple,,
250396,Terminator Genisys: Rise of the Resistance,2018,585,8.04493,6.01455,2.5417,1482,215,163362,2129,21,1,4,1,4,1,1,90,120,0,1,14,/boardgame/250396/terminator-genisys-rise-resistance,Lead the Resistance in a tactical board game to liberate humankind from the machines.,
231999,Finished!,2017,1494,6.73032,6.01441,2.1429,2725,72,131975,37882,2100,1,1,1,1,1,1,30,45,1,0,10,/boardgame/231999/finished,A no-shuffling game where you strive to carefully sort your deck of cards.,
235591,History of the World,2018,784,7.33854,6.01431,2.5556,1746,64,197871,1520,15,3,6,3,6,5,5,120,180,0,0,14,/boardgame/235591/history-world,Civilizations rise and fall. Rewrite history in this epoch-sprawling game of strategy,
111,Rheinländer,1999,1662,6.64287,6.01423,2.4233,2261,31,163271,3660,10,3,5,3,5,4,5,45,45,0,0,12,/boardgame/111/rheinlander,Only the duke with the best duchies will control the Rhine!,
344768,Mobile Markets: A Smartphone Inc. Game,2021,786,7.27323,6.01422,2.8,1548,47,109418,1675,29,1,4,1,4,2,2,40,80,0,0,14,/boardgame/344768/mobile-markets-smartphone-inc-game,Compete with other Smartphone manufacturers on the global market.,
7865,10 Days in Africa,2003,2005,6.56843,6.01417,1.3761,2283,24,147541,14078,15,2,4,2,4,2,2,20,30,1,0,10,/boardgame/7865/10-days-africa,"Learn geography while you play, collecting sequential cards that traverse Africa.",
199723,"UltraQuest: Gold, Ruhm! und Ehre!",2016,542,8.21175,6.0139,2.6,1037,70,47207,1923,17,2,5,1,4,2,3,60,600,0,8,10,/boardgame/199723/ultraquest-gold-ruhm-und-ehre,,
117960,Saint Malo,2012,2350,6.44934,6.01383,1.9,3915,58,212675,6144,8,2,5,2,4,2,2,45,45,0,0,9,/boardgame/117960/saint-malo,"Draw your people, houses and soldiers and get the richest city.",
307386,Set a Watch: Swords of the Coin,2021,675,7.67458,6.01371,2.7333,2788,459,99272,1075,14,1,4,1,2,1,1,60,75,0,2,10,/boardgame/307386/set-watch-swords-coin,,70.0
168054,Grifters,2015,1532,6.72298,6.01369,1.7838,3366,118,135608,3570,6,2,4,2,4,4,4,30,30,0,2,14,/boardgame/168054/grifters,"Assemble your team of underworld criminals for heists, sabotage, and profit.",38.16
168679,Flip City,2014,3997,6.2987,6.01333,1.7358,7054,134,255214,13103,32,1,4,1,4,2,2,30,50,0,2,8,/boardgame/168679/flip-city,Build a city by playing double-sided cards and use money and powers to flip cards.,
102104,Star Fluxx,2011,5644,6.31034,6.01289,1.4286,12997,253,127838,15281,53,2,6,2,6,4,4,10,40,0,3,8,/boardgame/102104/star-fluxx,Play cards and alter the rules in this ever changing sci-fi themed card game!,36.0
330950,Age of Galaxy,2022,636,7.77309,6.01248,3.2549,2067,569,151834,1791,240,1,4,1,4,3,3,45,60,0,0,12,/boardgame/330950/age-galaxy,"Explore, expand, and build your galactic empire with a combination of 3 factions.",
245659,Vampire: The Masquerade – Vendetta,2020,920,7.26998,6.0124,2.6562,2074,232,145129,1818,24,3,6,3,5,3,3,30,30,0,1,14,/boardgame/245659/vampire-masquerade-vendetta,The vampire Clans of the Camarilla fight to conquer the role of Prince of Chicago.,26.96
128554,Völuspá,2012,1706,6.62759,6.01222,1.9474,2292,65,164510,6169,15,2,5,2,4,2,3,45,45,1,3,10,/boardgame/128554/voluspa,Place gods of the Norse pantheon to claim dominance of the rows and columns of tiles.,
319793,Happy City,2021,1966,6.60128,6.01219,1.2609,3035,77,98671,15495,196,2,5,2,5,3,4,20,30,4,4,10,/boardgame/319793/happy-city,Build your own cute city with one goal: happiness.,
178570,Unusual Suspects,2015,2833,6.4042,6.01169,1.0909,4131,58,161346,22233,81,3,16,3,8,4,6,20,20,1,2,14,/boardgame/178570/unusual-suspects,Work together and eliminate the innocent people.  A game based on first impressions.,
2266,Gobblet,2000,1865,6.6205,6.01136,1.843,3651,53,202462,8793,57,2,2,2,2,2,2,20,20,0,0,7,/boardgame/2266/gobblet,Tic-tac-toe for those with good memories as moving big ones exposes small ones.,
145976,Talon,2016,800,7.43312,6.01131,2.5577,2517,153,344735,1905,15,2,6,1,6,2,2,60,90,2,1,12,/boardgame/145976/talon,Space combat by ship to ship. Competitive or solo.,
193621,Joking Hazard,2016,5744,6.29286,6.01111,1.0256,14172,135,230765,10676,60,3,10,3,7,5,5,30,90,1,16,18,/boardgame/193621/joking-hazard,Now YOU can create a hilarious dirty three-panel comic with your friends!,
247417,Solomon Kane,2021,752,7.88683,6.01068,3.16,1929,777,394190,2744,82,1,5,1,4,1,1,60,120,0,6,0,/boardgame/247417/solomon-kane,Guide Solomon with virtue on his path to vanquish evil wherever it lays.,45.09
187687,Pathfinder Adventure Card Game: Mummy's Mask – Base Set,2016,590,7.94094,6.01006,2.8571,1877,74,133294,6303,11,1,4,1,4,3,3,120,120,0,62,13,/boardgame/187687/pathfinder-adventure-card-game-mummys-mask-base-se,Level up your party in this card-and-dice fantasy campaign set in the desert.,
260407,Soviet Kitchen Unleashed,2018,1391,6.82492,6.00973,1.3043,2907,138,78184,14349,336,1,6,1,6,4,4,25,25,0,0,12,/boardgame/260407/soviet-kitchen-unleashed,Try to make something like food for a soviet infantrymen.,
276386,Caesar: Rome vs. Gaul,2020,559,7.94678,6.00931,3.2581,1470,90,181856,1137,7,2,2,2,2,2,2,120,240,5,1,12,/boardgame/276386/caesar-rome-vs-gaul,Card driven strategic and area control struggle between Ancient Rome and Gaul.,
4688,Angola,1988,530,8.03679,6.00911,3.1702,1167,76,201210,903,10,2,4,4,4,4,4,480,480,1,0,0,/boardgame/4688/angola,Fast paced and dynamic wargame exploration of the Angolan Civil War of the 1970's.,
313065,Transmissions,2022,797,7.33398,6.00881,2.0741,1955,185,126974,2458,37,1,4,1,4,3,3,45,60,0,0,10,/boardgame/313065/transmissions,Share mechanical friends in a lovely rondel worker placement game.,
254683,Dodos Riding Dinos,2021,915,7.78778,6.00879,1.6667,1546,179,98010,2509,79,1,8,2,8,4,4,20,20,0,5,8,/boardgame/254683/dodos-riding-dinos,Race in different tracks using projectiles vs your foes to test your dexterity skills,
59753,Priests of Ra,2009,1274,6.80228,6.0085,2.2449,1719,37,147786,2691,11,2,5,2,5,4,4,60,60,0,0,12,/boardgame/59753/priests-ra,Collect sets of tiles by winning auctions.,
208775,Qwixx Deluxe,2016,940,7.1005,6.00789,1.2,2302,21,49788,8685,172,2,8,2,8,4,5,20,20,0,0,8,/boardgame/208775/qwixx-deluxe,Play the classic Qwixx game on bigger dry erase boards; try the Qwixx Mix boards too!,
266504,Dig Your Way Out,2019,929,7.26899,6.00784,2.1304,2074,102,100514,2360,59,2,6,3,6,4,5,40,45,0,1,14,/boardgame/266504/dig-your-way-out,"Craft tools, blackmail your inmates and be the first prisoner to break out of jail.",41.51
234931,Star Wars: Destiny – Two-Player Game,2017,1022,7.05858,6.0077,2.3333,3747,38,75059,2849,15,2,2,2,2,2,2,30,30,0,0,10,/boardgame/234931/star-wars-destiny-two-player-game,Take control of your favorite Star Wars character in battle against another.,
41302,First Orchard,2009,1498,6.72586,6.00763,1.0,3529,47,112150,19500,210,1,4,1,4,3,3,10,10,0,0,2,/boardgame/41302/first-orchard,Harvest the fruit in the orchard before the raven reaches the end of the trail.,17.99
32674,Monsterpocalypse,2008,1001,7.14077,6.00749,3.0517,1710,203,353202,2939,7,2,4,2,2,2,2,60,60,0,0,12,/boardgame/32674/monsterpocalypse,"A fast-moving, action-packed, Kaiju-themed battle miniatures game.",
184346,Go Nuts for Donuts,2017,2866,6.42548,6.00727,1.1053,5283,105,161627,18951,205,2,6,3,6,4,5,20,20,3,5,8,/boardgame/184346/go-nuts-donuts,"Grab those sweet treats, just don't reach for the same as anyone else!",26.5
127493,Bolt Action,2012,672,7.8268,6.00605,2.7234,1463,173,149217,2773,40,2,6,2,4,2,2,120,120,1,38,12,/boardgame/127493/bolt-action,,46.48
324914,Inside Job,2022,882,7.18237,6.00594,1.48,2149,73,82028,5954,538,2,5,3,5,4,5,20,30,0,0,10,/boardgame/324914/inside-job,"Agents work together to complete missions and gather intel but who's ""The Insider""?",11.29
27356,Portobello Market,2007,2626,6.39685,6.00573,2.0309,3260,35,191621,5032,10,2,4,2,4,4,4,35,35,4,0,8,/boardgame/27356/portobello-market,Attract wealthy customers & place stalls in the choicest locations in London.,29.99
280132,Robin of Locksley,2019,1081,6.96706,6.00573,1.88,1797,59,133819,3029,41,2,2,2,2,2,2,30,45,0,0,10,/boardgame/280132/robin-locksley,"Collect tiles in a systematic manner, setting yourself up for fullfilling tasks.",
197065,Valley of the Kings: Last Rites,2016,724,7.37239,6.00558,2.4286,1875,30,59403,1515,17,1,4,1,4,2,2,45,45,0,0,14,/boardgame/197065/valley-kings-last-rites,,
184491,Spaceteam,2015,1904,6.60465,6.00488,1.0789,4796,75,168743,7533,32,3,6,4,6,6,6,5,5,0,2,10,/boardgame/184491/spaceteam,Race to repair your malfunctioning starship in this chaotic real-time game.,
253398,Lost Cities: Rivals,2018,1491,6.69623,6.00474,1.963,3399,43,133484,3787,14,2,4,3,4,4,4,40,40,0,0,10,/boardgame/253398/lost-cities-rivals,Bid coins as you chart expeditions to five ancient ruins.,
255708,Trekking the National Parks: Second Edition,2018,1120,7.02443,6.00465,1.7407,2943,118,108957,3208,32,2,5,2,5,4,4,30,60,1,0,10,/boardgame/255708/trekking-national-parks-second-edition,"Collect stones, postcards and camp in the national parks of the USA.",218.24
69601,1880: China,2010,483,8.06934,6.00455,4.2,952,50,164437,1727,32,3,7,3,7,5,5,300,300,0,0,13,/boardgame/69601/1880-china,Foreign investors develop railroads across China in this operational 18XX.,56.49
883,Ivanhoe,2000,1980,6.52853,6.00443,1.6103,2766,44,164604,6664,6,2,5,3,5,4,4,40,45,0,0,10,/boardgame/883/ivanhoe,Take on the role of a knight and join the prestigious tournaments at the king's court,
246297,Shadows: Amsterdam,2018,1932,6.58988,6.00427,1.2424,4278,73,180915,6401,25,2,8,4,6,6,6,20,20,4,3,10,/boardgame/246297/shadows-amsterdam,"Two detective teams race to solve a crime, while trying to avoid police attention.",52.98
350948,Familiar Tales,2022,618,7.85472,6.00408,2.6087,2903,224,220185,3762,113,1,4,1,4,4,4,45,120,0,0,8,/boardgame/350948/familiar-tales,Familiars work together to keep a princess alive!,75.99
375852,My Lil' Everdell,2022,652,7.63282,6.00408,1.8,2105,167,153197,2923,307,1,4,1,4,2,2,30,60,0,1,6,/boardgame/375852/my-lil-everdell,"Place friends to gather goodies, build your fort and win the parades.",
240225,Roll to the Top!,2018,1398,6.75177,6.00385,1.0417,2519,57,85787,12850,158,2,5,2,5,3,3,15,25,0,4,9,/boardgame/240225/roll-top,Build famous landmarks by assigning ascending dice values to squares.,
179182,Dojo Kun,2015,1199,6.92077,6.00354,2.7069,2070,105,161198,1958,8,1,4,1,4,4,4,60,90,0,0,13,/boardgame/179182/dojo-kun,"Recruit and train students, send them on quests and win in PvP tournaments.",
55253,Atlantis,2009,1992,6.52091,6.00331,1.8228,2462,40,178892,6762,10,2,4,2,4,3,4,45,45,2,4,10,/boardgame/55253/atlantis,,
342372,The Elder Scrolls V: Skyrim – The Adventure Game,2022,782,7.76693,6.0024,3.1569,2309,359,454610,2063,50,1,4,1,4,2,2,60,120,0,3,14,/boardgame/342372/elder-scrolls-v-skyrim-adventure-game,The Elder Scrolls comes to tabletop.,122.59
283649,Deep Blue,2019,1520,6.71549,6.00209,1.8776,2536,109,241655,3781,23,2,5,3,5,4,4,45,45,3,0,8,/boardgame/283649/deep-blue,"Scout the sea, hire your crew, race to wreck sites and claim the best treasure.",
147930,King & Assassins,2013,1235,6.84763,6.00075,1.8413,1668,67,156772,3610,15,2,2,2,2,2,2,30,30,0,0,10,/boardgame/147930/king-assassins,,
16216,Carcassonne: The Discovery,2005,2239,6.48251,6.00024,1.9313,4012,39,184203,4535,9,2,5,2,5,3,3,30,30,0,0,8,/boardgame/16216/carcassonne-discovery,"Greater strategic depth than original Carcassonne, but with simpler rules.",49.95
200847,Secrets,2017,2359,6.45022,6.00001,1.5,4462,69,195307,6934,22,4,8,4,8,6,6,15,35,1,0,10,/boardgame/200847/secrets,Offer cards to others to score-but are they CIA? KGB? Or hippies? Who's on your side?,
7866,10 Days in the USA,2003,2184,6.47917,5.99986,1.4,2912,31,148018,13970,12,2,4,2,4,2,3,30,30,1,0,10,/boardgame/7866/10-days-usa,Players draft tiles to make a travel route across a map of the United States.,
258308,Fuji,2018,1747,6.63692,5.99938,2.1739,3198,75,161661,4037,24,2,4,2,4,3,3,30,45,0,0,10,/boardgame/258308/fuji,Secretly roll dice to help all players avoid lava and make their way to safety.,
254123,Shadowrun: Crossfire – Prime Runner Edition,2018,658,7.63816,5.9992,2.9474,1539,120,178221,3760,7,1,4,1,4,4,4,30,60,0,1,13,/boardgame/254123/shadowrun-crossfire-prime-runner-edition,"Defeat obstacles, then buy skills, spells and gear as you run the shadows.",
247314,Concept Kids: Animals,2018,934,7.08874,5.99873,1.2273,2275,41,73420,5091,84,2,12,2,6,4,4,20,20,5,1,4,/boardgame/247314/concept-kids-animals,Select icons to help your team guess an animal.,
